date,close,signal,position,cash,shares,equity,daily_return,cum_return,rolling_max,drawdown
2012-07-02,2.485,0,0,100057.22677254683,0.0,100057.22677254683,0.0,0.0005722677254682562,100057.22677254683,0.0
2012-07-03,2.489,0,0,100057.22677254683,0.0,100057.22677254683,0.0,0.0005722677254682562,100057.22677254683,0.0
2012-07-04,2.489,0,0,100057.22677254683,0.0,100057.22677254683,0.0,0.0005722677254682562,100057.22677254683,0.0
2012-07-05,2.461,0,0,100057.22677254683,0.0,100057.22677254683,0.0,0.0005722677254682562,100057.22677254683,0.0
2012-07-06,2.501,0,0,100057.22677254683,0.0,100057.22677254683,0.0,0.0005722677254682562,100057.22677254683,0.0
2012-07-09,2.451,0,0,100057.22677254683,0.0,100057.22677254683,0.0,0.0005722677254682562,100057.22677254683,0.0
2012-07-10,2.441,0,0,100057.22677254683,0.0,100057.22677254683,0.0,0.0005722677254682562,100057.22677254683,0.0
2012-07-11,2.452,0,0,100057.22677254683,0.0,100057.22677254683,0.0,0.0005722677254682562,100057.22677254683,0.0
2012-07-12,2.474,0,0,100057.22677254683,0.0,100057.22677254683,0.0,0.0005722677254682562,100057.22677254683,0.0
2012-07-13,2.478,0,0,100057.22677254683,0.0,100057.22677254683,0.0,0.0005722677254682562,100057.22677254683,0.0
2012-07-16,2.438,0,0,100057.22677254683,0.0,100057.22677254683,0.0,0.0005722677254682562,100057.22677254683,0.0
2012-07-17,2.443,0,0,100057.22677254683,0.0,100057.22677254683,0.0,0.0005722677254682562,100057.22677254683,0.0
2012-07-18,2.443,0,0,100057.22677254683,0.0,100057.22677254683,0.0,0.0005722677254682562,100057.22677254683,0.0
2012-07-19,2.451,0,0,100057.22677254683,0.0,100057.22677254683,0.0,0.0005722677254682562,100057.22677254683,0.0
2012-07-20,2.433,0,0,100057.22677254683,0.0,100057.22677254683,0.0,0.0005722677254682562,100057.22677254683,0.0
2012-07-23,2.403,0,0,100057.22677254683,0.0,100057.22677254683,0.0,0.0005722677254682562,100057.22677254683,0.0
2012-07-24,2.408,0,0,100057.22677254683,0.0,100057.22677254683,0.0,0.0005722677254682562,100057.22677254683,0.0
2012-07-25,2.393,0,0,100057.22677254683,0.0,100057.22677254683,0.0,0.0005722677254682562,100057.22677254683,0.0
2012-07-26,2.382,0,0,100057.22677254683,0.0,100057.22677254683,0.0,0.0005722677254682562,100057.22677254683,0.0
2012-07-27,2.385,0,0,100057.22677254683,0.0,100057.22677254683,0.0,0.0005722677254682562,100057.22677254683,0.0
2012-07-30,2.377,0,0,100057.22677254683,0.0,100057.22677254683,0.0,0.0005722677254682562,100057.22677254683,0.0
2012-07-31,2.371,0,0,100057.22677254683,0.0,100057.22677254683,0.0,0.0005722677254682562,100057.22677254683,0.0
2012-08-01,2.389,0,0,100057.22677254683,0.0,100057.22677254683,0.0,0.0005722677254682562,100057.22677254683,0.0
2012-08-02,2.371,0,0,100057.22677254683,0.0,100057.22677254683,0.0,0.0005722677254682562,100057.22677254683,0.0
2012-08-03,2.385,0,0,100057.22677254683,0.0,100057.22677254683,0.0,0.0005722677254682562,100057.22677254683,0.0
2012-08-06,2.416,0,0,100057.22677254683,0.0,100057.22677254683,0.0,0.0005722677254682562,100057.22677254683,0.0
2012-08-07,2.419,0,0,100057.22677254683,0.0,100057.22677254683,0.0,0.0005722677254682562,100057.22677254683,0.0
2012-08-08,2.421,0,0,100057.22677254683,0.0,100057.22677254683,0.0,0.0005722677254682562,100057.22677254683,0.0
2012-08-09,2.445,1,1,-6.256328788367682e-12,40910.927855609305,100027.21860696474,-0.000299910026991812,0.00027218606964751757,100057.22677254683,-0.000299910026991812
2012-08-10,2.438,0,1,-6.256328788367682e-12,40910.927855609305,99740.8421119755,-0.002862985685071373,-0.0025915788802450823,100057.22677254683,-0.003162037073949131
2012-08-13,2.392,0,1,-6.256328788367682e-12,40910.927855609305,97858.93943061745,-0.018867924528301994,-0.02141060569382547,100057.22677254683,-0.02197030052538429
2012-08-14,2.388,0,1,-6.256328788367682e-12,40910.927855609305,97695.29571919501,-0.0016722408026755842,-0.023047042808049922,100057.22677254683,-0.023605801695074202
2012-08-15,2.366,0,1,-6.256328788367682e-12,40910.927855609305,96795.25530637162,-0.009212730318257867,-0.03204744693628381,100057.22677254683,-0.03260105812836911
2012-08-16,2.359,-1,0,96479.92614773894,0.0,96479.92614773894,-0.0032576923076923503,-0.03520073852261063,100057.22677254683,-0.03575254621977397
2012-08-17,2.349,0,0,96479.92614773894,0.0,96479.92614773894,0.0,-0.03520073852261063,100057.22677254683,-0.03575254621977397
2012-08-20,2.336,0,0,96479.92614773894,0.0,96479.92614773894,0.0,-0.03520073852261063,100057.22677254683,-0.03575254621977397
2012-08-21,2.345,0,0,96479.92614773894,0.0,96479.92614773894,0.0,-0.03520073852261063,100057.22677254683,-0.03575254621977397
2012-08-22,2.328,0,0,96479.92614773894,0.0,96479.92614773894,0.0,-0.03520073852261063,100057.22677254683,-0.03575254621977397
2012-08-23,2.339,0,0,96479.92614773894,0.0,96479.92614773894,0.0,-0.03520073852261063,100057.22677254683,-0.03575254621977397
2012-08-24,2.316,0,0,96479.92614773894,0.0,96479.92614773894,0.0,-0.03520073852261063,100057.22677254683,-0.03575254621977397
2012-08-27,2.268,0,0,96479.92614773894,0.0,96479.92614773894,0.0,-0.03520073852261063,100057.22677254683,-0.03575254621977397
2012-08-28,2.268,0,0,96479.92614773894,0.0,96479.92614773894,0.0,-0.03520073852261063,100057.22677254683,-0.03575254621977397
2012-08-29,2.253,0,0,96479.92614773894,0.0,96479.92614773894,0.0,-0.03520073852261063,100057.22677254683,-0.03575254621977397
2012-08-30,2.243,0,0,96479.92614773894,0.0,96479.92614773894,0.0,-0.03520073852261063,100057.22677254683,-0.03575254621977397
2012-08-31,2.243,0,0,96479.92614773894,0.0,96479.92614773894,0.0,-0.03520073852261063,100057.22677254683,-0.03575254621977397
2012-09-03,2.257,0,0,96479.92614773894,0.0,96479.92614773894,0.0,-0.03520073852261063,100057.22677254683,-0.03575254621977397
2012-09-04,2.233,0,0,96479.92614773894,0.0,96479.92614773894,0.0,-0.03520073852261063,100057.22677254683,-0.03575254621977397
2012-09-05,2.232,0,0,96479.92614773894,0.0,96479.92614773894,0.0,-0.03520073852261063,100057.22677254683,-0.03575254621977397
2012-09-06,2.254,0,0,96479.92614773894,0.0,96479.92614773894,0.0,-0.03520073852261063,100057.22677254683,-0.03575254621977397
2012-09-07,2.357,0,0,96479.92614773894,0.0,96479.92614773894,0.0,-0.03520073852261063,100057.22677254683,-0.03575254621977397
2012-09-10,2.365,0,0,96479.92614773894,0.0,96479.92614773894,0.0,-0.03520073852261063,100057.22677254683,-0.03575254621977397
2012-09-11,2.347,1,1,-2.7782220968219917e-12,41095.437090108135,96450.9908504838,-0.00029991002699192304,-0.035490091495162024,100057.22677254683,-0.036041733699664125
2012-09-12,2.359,0,1,-2.7782220968219917e-12,41095.437090108135,96944.13609556509,0.005112910097997414,-0.03055863904434908,100057.22677254683,-0.031113101745849026
2012-09-13,2.336,0,1,-2.7782220968219917e-12,41095.437090108135,95998.9410424926,-0.009749894022891059,-0.040010589575073974,100057.22677254683,-0.04055964632399456
2012-09-14,2.352,0,1,-2.7782220968219917e-12,41095.437090108135,96656.46803593433,0.006849315068493178,-0.03343531964065671,100057.22677254683,-0.03398813705224113
2012-09-17,2.297,0,1,-2.7782220968219917e-12,41095.437090108135,94396.21899597839,-0.02338435374149661,-0.05603781004021613,100057.22677254683,-0.05657770017389363
2012-09-18,2.269,0,1,-2.7782220968219917e-12,41095.437090108135,93245.54675745536,-0.012189812799303423,-0.06754453242544634,100057.22677254683,-0.06807784139946216
2012-09-19,2.278,0,1,-2.7782220968219917e-12,41095.437090108135,93615.40569126634,0.003966505068311976,-0.0638459430873366,100057.22677254683,-0.06438136743410083
2012-09-20,2.229,-1,0,91574.24875506887,0.0,91574.24875506887,-0.021803643546971174,-0.08425751244931134,100057.22677254683,-0.08478126259447227
2012-09-21,2.228,0,0,91574.24875506887,0.0,91574.24875506887,0.0,-0.08425751244931134,100057.22677254683,-0.08478126259447227
2012-09-24,2.248,0,0,91574.24875506887,0.0,91574.24875506887,0.0,-0.08425751244931134,100057.22677254683,-0.08478126259447227
2012-09-25,2.245,0,0,91574.24875506887,0.0,91574.24875506887,0.0,-0.08425751244931134,100057.22677254683,-0.08478126259447227
2012-09-26,2.221,0,0,91574.24875506887,0.0,91574.24875506887,0.0,-0.08425751244931134,100057.22677254683,-0.08478126259447227
2012-09-27,2.285,0,0,91574.24875506887,0.0,91574.24875506887,0.0,-0.08425751244931134,100057.22677254683,-0.08478126259447227
2012-09-28,2.338,0,0,91574.24875506887,0.0,91574.24875506887,0.0,-0.08425751244931134,100057.22677254683,-0.08478126259447227
2012-10-08,2.303,0,0,91574.24875506887,0.0,91574.24875506887,0.0,-0.08425751244931134,100057.22677254683,-0.08478126259447227
2012-10-09,2.356,1,1,-4.913403017781093e-12,38856.86957540449,91546.78471965298,-0.000299910026991812,-0.08453215280347026,100057.22677254683,-0.08505574587071107
2012-10-10,2.356,0,1,-4.913403017781093e-12,38856.86957540449,91546.78471965298,0.0,-0.08453215280347026,100057.22677254683,-0.08505574587071107
2012-10-11,2.34,0,1,-4.913403017781093e-12,38856.86957540449,90925.0748064465,-0.00679117147707986,-0.09074925193553496,100057.22677254683,-0.09126928919247201
2012-10-12,2.338,0,1,-4.913403017781093e-12,38856.86957540449,90847.3610672957,-0.0008547008547007406,-0.09152638932704305,100057.22677254683,-0.09204598210769199
2012-10-15,2.33,0,1,-4.913403017781093e-12,38856.86957540449,90536.50611069247,-0.0034217279726260763,-0.09463493889307528,100057.22677254683,-0.09515275376857235
2012-10-16,2.331,0,1,-4.913403017781093e-12,38856.86957540449,90575.36298026786,0.000429184549356032,-0.0942463701973214,100057.22677254683,-0.09476440731096247
2012-10-17,2.34,0,1,-4.913403017781093e-12,38856.86957540449,90925.0748064465,0.0038610038610038533,-0.09074925193553496,100057.22677254683,-0.09126928919247201
2012-10-18,2.369,0,1,-4.913403017781093e-12,38856.86957540449,92051.92402413324,0.012393162393162571,-0.07948075975866753,100057.22677254683,-0.08000724192178021
2012-10-19,2.369,0,1,-4.913403017781093e-12,38856.86957540449,92051.92402413324,0.0,-0.07948075975866753,100057.22677254683,-0.08000724192178021
2012-10-22,2.378,0,1,-4.913403017781093e-12,38856.86957540449,92401.63585031188,0.003799071338117299,-0.0759836414968812,100057.22677254683,-0.07651212380328976
2012-10-23,2.351,0,1,-4.913403017781093e-12,38856.86957540449,91352.50037177595,-0.011354079058032096,-0.08647499628224042,100057.22677254683,-0.08699747815876135
2012-10-24,2.347,0,1,-4.913403017781093e-12,38856.86957540449,91197.07289347434,-0.0017014036580178526,-0.0880292710652566,100057.22677254683,-0.08855086398920153
2012-10-25,2.328,0,1,-4.913403017781093e-12,38856.86957540449,90458.79237154164,-0.008095440988496128,-0.09541207628458359,100057.22677254683,-0.09592944668379266
2012-10-26,2.276,0,1,-4.913403017781093e-12,38856.86957540449,88438.23515362061,-0.022336769759450092,-0.11561764846379385,100057.22677254683,-0.11612346247951555
2012-10-29,2.265,-1,0,87984.40634541468,0.0,87984.40634541468,-0.005131590509666051,-0.12015593654585321,100057.22677254683,-0.12065915493117207
2012-10-30,2.27,0,0,87984.40634541468,0.0,87984.40634541468,0.0,-0.12015593654585321,100057.22677254683,-0.12065915493117207
2012-10-31,2.286,0,0,87984.40634541468,0.0,87984.40634541468,0.0,-0.12015593654585321,100057.22677254683,-0.12065915493117207
2012-11-01,2.334,0,0,87984.40634541468,0.0,87984.40634541468,0.0,-0.12015593654585321,100057.22677254683,-0.12065915493117207
2012-11-02,2.339,0,0,87984.40634541468,0.0,87984.40634541468,0.0,-0.12015593654585321,100057.22677254683,-0.12065915493117207
2012-11-05,2.333,0,0,87984.40634541468,0.0,87984.40634541468,0.0,-0.12015593654585321,100057.22677254683,-0.12065915493117207
2012-11-06,2.324,0,0,87984.40634541468,0.0,87984.40634541468,0.0,-0.12015593654585321,100057.22677254683,-0.12065915493117207
2012-11-07,2.322,1,1,-1.2185807918285718e-12,37880.283781107995,87958.01893973276,-0.00029991002699192304,-0.12041981060267237,100057.22677254683,-0.1209228780677517
2012-11-08,2.28,-1,0,86341.13690681996,0.0,86341.13690681996,-0.018382428940568407,-0.1365886309318004,100057.22677254683,-0.13708245079495063
2012-11-09,2.274,0,0,86341.13690681996,0.0,86341.13690681996,0.0,-0.1365886309318004,100057.22677254683,-0.13708245079495063
2012-11-12,2.282,0,0,86341.13690681996,0.0,86341.13690681996,0.0,-0.1365886309318004,100057.22677254683,-0.13708245079495063
2012-11-13,2.247,0,0,86341.13690681996,0.0,86341.13690681996,0.0,-0.1365886309318004,100057.22677254683,-0.13708245079495063
2012-11-14,2.253,0,0,86341.13690681996,0.0,86341.13690681996,0.0,-0.1365886309318004,100057.22677254683,-0.13708245079495063
2012-11-15,2.226,0,0,86341.13690681996,0.0,86341.13690681996,0.0,-0.1365886309318004,100057.22677254683,-0.13708245079495063
2012-11-16,2.205,0,0,86341.13690681996,0.0,86341.13690681996,0.0,-0.1365886309318004,100057.22677254683,-0.13708245079495063
2012-11-19,2.205,0,0,86341.13690681996,0.0,86341.13690681996,0.0,-0.1365886309318004,100057.22677254683,-0.13708245079495063
2012-11-20,2.199,0,0,86341.13690681996,0.0,86341.13690681996,0.0,-0.1365886309318004,100057.22677254683,-0.13708245079495063
2012-11-21,2.226,0,0,86341.13690681996,0.0,86341.13690681996,0.0,-0.1365886309318004,100057.22677254683,-0.13708245079495063
2012-11-22,2.213,0,0,86341.13690681996,0.0,86341.13690681996,0.0,-0.1365886309318004,100057.22677254683,-0.13708245079495063
2012-11-23,2.225,0,0,86341.13690681996,0.0,86341.13690681996,0.0,-0.1365886309318004,100057.22677254683,-0.13708245079495063
2012-11-26,2.211,0,0,86341.13690681996,0.0,86341.13690681996,0.0,-0.1365886309318004,100057.22677254683,-0.13708245079495063
2012-11-27,2.187,0,0,86341.13690681996,0.0,86341.13690681996,0.0,-0.1365886309318004,100057.22677254683,-0.13708245079495063
2012-11-28,2.163,0,0,86341.13690681996,0.0,86341.13690681996,0.0,-0.1365886309318004,100057.22677254683,-0.13708245079495063
2012-11-29,2.155,0,0,86341.13690681996,0.0,86341.13690681996,0.0,-0.1365886309318004,100057.22677254683,-0.13708245079495063
2012-11-30,2.165,0,0,86341.13690681996,0.0,86341.13690681996,0.0,-0.1365886309318004,100057.22677254683,-0.13708245079495063
2012-12-03,2.145,0,0,86341.13690681996,0.0,86341.13690681996,0.0,-0.1365886309318004,100057.22677254683,-0.13708245079495063
2012-12-04,2.162,0,0,86341.13690681996,0.0,86341.13690681996,0.0,-0.1365886309318004,100057.22677254683,-0.13708245079495063
2012-12-05,2.238,0,0,86341.13690681996,0.0,86341.13690681996,0.0,-0.1365886309318004,100057.22677254683,-0.13708245079495063
2012-12-06,2.235,0,0,86341.13690681996,0.0,86341.13690681996,0.0,-0.1365886309318004,100057.22677254683,-0.13708245079495063
2012-12-07,2.28,1,1,-7.606359986311872e-12,37857.562427245495,86315.24233411971,-0.00029991002699203406,-0.13684757665880287,100057.22677254683,-0.1373412484204246
2012-12-10,2.301,0,1,-7.606359986311872e-12,37857.562427245495,87110.25114509188,0.009210526315789558,-0.12889748854908112,100057.22677254683,-0.12939570728745464
2012-12-11,2.294,0,1,-7.606359986311872e-12,37857.562427245495,86845.24820810115,-0.003042155584528583,-0.13154751791898844,100057.22677254683,-0.1320442209984447
2012-12-12,2.299,0,1,-7.606359986311872e-12,37857.562427245495,87034.53602023737,0.002179598953792272,-0.12965463979762626,100057.22677254683,-0.13015242549059491
2012-12-13,2.281,0,1,-7.606359986311872e-12,37857.562427245495,86353.09989654696,-0.00782949108307951,-0.1364690010345304,100057.22677254683,-0.13696288931885459
2012-12-14,2.396,0,1,-7.606359986311872e-12,37857.562427245495,90706.7195756802,0.050416483998246386,-0.09293280424319805,100057.22677254683,-0.09345159263830582
2012-12-17,2.403,0,1,-7.606359986311872e-12,37857.562427245495,90971.72251267091,0.002921535893155136,-0.09028277487329095,100057.22677254683,-0.09080307892731587
2012-12-18,2.366,0,1,-7.606359986311872e-12,37857.562427245495,89570.99270286283,-0.015397419891801878,-0.10429007297137172,100057.22677254683,-0.10480236568540546
2012-12-19,2.372,0,1,-7.606359986311872e-12,37857.562427245495,89798.1380774263,0.002535925612848544,-0.10201861922573707,100057.22677254683,-0.10253221107598565
2012-12-20,2.388,0,1,-7.606359986311872e-12,37857.562427245495,90403.85907626222,0.006745362563237656,-0.09596140923737784,100057.22677254683,-0.0964784654508658
2012-12-21,2.378,0,1,-7.606359986311872e-12,37857.562427245495,90025.28345198977,-0.0041876046901171415,-0.09974716548010232,100057.22677254683,-0.10026205646656561
2012-12-24,2.38,0,1,-7.606359986311872e-12,37857.562427245495,90100.99857684426,0.000841042893187538,-0.0989900142315574,100057.22677254683,-0.09950533826342578
2012-12-25,2.446,0,1,-7.606359986311872e-12,37857.562427245495,92599.59769704247,0.027731092436974913,-0.07400402302957532,100057.22677254683,-0.07453363755980635
2012-12-26,2.453,0,1,-7.606359986311872e-12,37857.562427245495,92864.60063403318,0.002861815208503593,-0.07135399365966821,100057.22677254683,-0.07188512384881651
2012-12-27,2.448,0,1,-7.606359986311872e-12,37857.562427245495,92675.31282189695,-0.0020383204239706743,-0.07324687178103051,100057.22677254683,-0.07377691935666641
2012-12-28,2.484,0,1,-7.606359986311872e-12,37857.562427245495,94038.1850692778,0.014705882352941346,-0.05961814930722209,100057.22677254683,-0.06015599170014674
2012-12-31,2.524,0,1,-7.606359986311872e-12,37857.562427245495,95552.48756636762,0.016103059581320522,-0.044475124336323835,100057.22677254683,-0.045021627637347184
2013-01-04,2.53,0,1,-7.606359986311872e-12,37857.562427245495,95779.63294093109,0.002377179080824021,-0.04220367059068919,100057.22677254683,-0.042751473027927256
2013-01-07,2.534,0,1,-7.606359986311872e-12,37857.562427245495,95931.06319064007,0.0015810276679841806,-0.040689368093599354,100057.22677254683,-0.04123803662164738
2013-01-08,2.523,0,1,-7.606359986311872e-12,37857.562427245495,95514.63000394037,-0.004340962904498702,-0.044853699960596294,100057.22677254683,-0.04539998673891721
2013-01-09,2.521,0,1,-7.606359986311872e-12,37857.562427245495,95438.91487908587,-0.0007927070947285619,-0.04561085120914121,100057.22677254683,-0.04615670494205726
2013-01-10,2.527,0,1,-7.606359986311872e-12,37857.562427245495,95666.06025364935,0.0023800079333597957,-0.04333939746350646,100057.22677254683,-0.04388655033263722
2013-01-11,2.489,0,1,-7.606359986311872e-12,37857.562427245495,94227.47288141403,-0.015037593984962405,-0.057725271185859794,100057.22677254683,-0.058264196192296835
2013-01-14,2.577,0,1,-7.606359986311872e-12,37857.562427245495,97558.93837501162,0.03535556448372845,-0.02441061624988372,100057.22677254683,-0.02496859525413775
2013-01-15,2.592,0,1,-7.606359986311872e-12,37857.562427245495,98126.80181142032,0.005820721769499437,-0.018731981885796833,100057.22677254683,-0.01929320873058793
2013-01-16,2.573,0,1,-7.606359986311872e-12,37857.562427245495,97407.50812530264,-0.007330246913580307,-0.025924918746973558,100057.22677254683,-0.026482031660417737
2013-01-17,2.557,0,1,-7.606359986311872e-12,37857.562427245495,96801.78712646672,-0.0062184220753983555,-0.03198212873533279,100057.22677254683,-0.03253577728553758
2013-01-18,2.595,0,1,-7.606359986311872e-12,37857.562427245495,98240.37449870205,0.014861165428236234,-0.017596255012979567,100057.22677254683,-0.018158131425877966
2013-01-21,2.604,0,1,-7.606359986311872e-12,37857.562427245495,98581.09256054726,0.003468208092485492,-0.014189074394527434,100057.22677254683,-0.014752899511748074
2013-01-22,2.6,0,1,-7.606359986311872e-12,37857.562427245495,98429.66231083828,-0.001536098310291889,-0.01570337689161727,100057.22677254683,-0.016266335918027952
2013-01-23,2.605,0,1,-7.606359986311872e-12,37857.562427245495,98618.9501229745,0.0019230769230766942,-0.013810498770255086,100057.22677254683,-0.01437454041017816
2013-01-24,2.588,0,1,-7.606359986311872e-12,37857.562427245495,97975.37156171133,-0.006525911708253229,-0.02024628438288667,100057.22677254683,-0.020806645136867807
2013-01-25,2.576,0,1,-7.606359986311872e-12,37857.562427245495,97521.08081258439,-0.004636785162287493,-0.02478919187415607,100057.22677254683,-0.025346954355707663
2013-01-28,2.646,0,1,-7.606359986311872e-12,37857.562427245495,100171.11018249157,0.02717391304347827,0.0017111018249156285,100171.11018249157,0.0
2013-01-29,2.666,0,1,-7.606359986311872e-12,37857.562427245495,100928.26143103647,0.0075585789871503994,0.009282614310364812,100928.26143103647,0.0
2013-01-30,2.681,0,1,-7.606359986311872e-12,37857.562427245495,101496.12486744516,0.00562640660165048,0.0149612486744517,101496.12486744516,0.0
2013-01-31,2.688,0,1,-7.606359986311872e-12,37857.562427245495,101761.12780443588,0.0026109660574411553,0.01761127804435869,101761.12780443588,0.0
2013-02-01,2.74,0,1,-7.606359986311872e-12,37857.562427245495,103729.72105065265,0.019345238095238138,0.03729721050652657,103729.72105065265,0.0
2013-02-04,2.745,0,1,-7.606359986311872e-12,37857.562427245495,103919.00886278888,0.0018248175182482562,0.039190088627888864,103919.00886278888,0.0
2013-02-05,2.765,0,1,-7.606359986311872e-12,37857.562427245495,104676.16011133378,0.007285974499089187,0.046761601113337825,104676.16011133378,0.0
2013-02-06,2.773,0,1,-7.606359986311872e-12,37857.562427245495,104979.02061075174,0.002893309222423035,0.0497902061075175,104979.02061075174,0.0
2013-02-07,2.76,0,1,-7.606359986311872e-12,37857.562427245495,104486.87229919754,-0.00468806346916717,0.04486872299197531,104979.02061075174,-0.00468806346916717
2013-02-08,2.769,0,1,-7.606359986311872e-12,37857.562427245495,104827.59036104276,0.00326086956521765,0.04827590361042766,104979.02061075174,-0.0014424810674359412
2013-02-18,2.728,0,1,-7.606359986311872e-12,37857.562427245495,103275.4303015257,-0.014806789454676728,0.03275430301525706,104979.02061075174,-0.01622791200865481
2013-02-19,2.684,0,1,-7.606359986311872e-12,37857.562427245495,101609.6975547269,-0.016129032258064613,0.016096975547268855,104979.02061075174,-0.03209520375045083
2013-02-20,2.696,0,1,-7.606359986311872e-12,37857.562427245495,102063.98830385385,0.0044709388971684305,0.020639883038538587,104979.02061075174,-0.027767760548142673
2013-02-21,2.6,0,1,-7.606359986311872e-12,37857.562427245495,98429.66231083828,-0.035608308605341366,-0.01570337689161727,104979.02061075174,-0.06238730616660648
2013-02-22,2.592,-1,0,98097.3637708769,0.0,98097.3637708769,-0.0033759999999999346,-0.019026362291231003,104979.02061075174,-0.06555268662098801
2013-02-25,2.596,0,0,98097.3637708769,0.0,98097.3637708769,0.0,-0.019026362291231003,104979.02061075174,-0.06555268662098801
2013-02-26,2.558,0,0,98097.3637708769,0.0,98097.3637708769,0.0,-0.019026362291231003,104979.02061075174,-0.06555268662098801
2013-02-27,2.582,0,0,98097.3637708769,0.0,98097.3637708769,0.0,-0.019026362291231003,104979.02061075174,-0.06555268662098801
2013-02-28,2.669,0,0,98097.3637708769,0.0,98097.3637708769,0.0,-0.019026362291231003,104979.02061075174,-0.06555268662098801
2013-03-01,2.666,0,0,98097.3637708769,0.0,98097.3637708769,0.0,-0.019026362291231003,104979.02061075174,-0.06555268662098801
2013-03-04,2.54,0,0,98097.3637708769,0.0,98097.3637708769,0.0,-0.019026362291231003,104979.02061075174,-0.06555268662098801
2013-03-05,2.613,0,0,98097.3637708769,0.0,98097.3637708769,0.0,-0.019026362291231003,104979.02061075174,-0.06555268662098801
2013-03-06,2.641,0,0,98097.3637708769,0.0,98097.3637708769,0.0,-0.019026362291231003,104979.02061075174,-0.06555268662098801
2013-03-07,2.609,0,0,98097.3637708769,0.0,98097.3637708769,0.0,-0.019026362291231003,104979.02061075174,-0.06555268662098801
2013-03-08,2.605,0,0,98097.3637708769,0.0,98097.3637708769,0.0,-0.019026362291231003,104979.02061075174,-0.06555268662098801
2013-03-11,2.587,0,0,98097.3637708769,0.0,98097.3637708769,0.0,-0.019026362291231003,104979.02061075174,-0.06555268662098801
2013-03-12,2.55,0,0,98097.3637708769,0.0,98097.3637708769,0.0,-0.019026362291231003,104979.02061075174,-0.06555268662098801
2013-03-13,2.522,0,0,98097.3637708769,0.0,98097.3637708769,0.0,-0.019026362291231003,104979.02061075174,-0.06555268662098801
2013-03-14,2.527,0,0,98097.3637708769,0.0,98097.3637708769,0.0,-0.019026362291231003,104979.02061075174,-0.06555268662098801
2013-03-15,2.529,0,0,98097.3637708769,0.0,98097.3637708769,0.0,-0.019026362291231003,104979.02061075174,-0.06555268662098801
2013-03-18,2.502,0,0,98097.3637708769,0.0,98097.3637708769,0.0,-0.019026362291231003,104979.02061075174,-0.06555268662098801
2013-03-19,2.524,0,0,98097.3637708769,0.0,98097.3637708769,0.0,-0.019026362291231003,104979.02061075174,-0.06555268662098801
